Start,End,"Fuel-
Cycle","Sample
Point",Power,Power,Temp. Recirc,FW flow,Recirc flow,RWCU A flow,RWCU B flow,"Cond
""CIS""","Cond.
Recirc","Cond.
RWCU Inlet","Cond.
RWCU A","Cond.
RWCU B",H2-feedrate FW,O_rw,Fe_rw,Cr_rw,Cu_rw,Mn_rw,Co_rw,Ni_rw,Zn_rw,SiO2_rw,H3B03_rw,Pt_rw,Na_rw,Fe_fw,Co_fw,Zn_fw,Mn_fw
1/1/2007,1/7/2007,23,,100.0,"3,600",277,"1,986",89,9.8,9.8,0.076,0.074,0.077,0.056,0.057,,215,0.17,2.000,,,0.062,0.095,6.6,75,100,,,0.75,,0.25,
1/8/2007,1/14/2007,23,,100.0,"3,599",277,"1,986",88,9.8,9.8,0.076,0.075,0.077,0.057,0.057,,222,0.19,1.620,,,0.071,0.106,6.9,105,110,,,0.39,,0.24,
1/15/2007,1/21/2007,23,,100.0,"3,600",277,"1,986",88,9.8,9.8,0.077,0.075,0.078,0.057,0.057,,222,0.13,1.780,,,0.064,0.086,6.7,127,190,,,0.34,,0.24,
1/22/2007,1/28/2007,23,,99.2,"3,574",277,"1,970",87,9.7,9.8,0.077,0.076,0.078,0.058,0.058,,218,0.18,1.720,,,0.064,0.097,6.8,143,140,,,0.46,,0.24,
1/29/2007,2/4/2007,23,,100.0,"3,600",277,"1,986",90,9.5,9.6,0.078,0.075,0.078,0.058,0.058,,213,0.19,1.930,,,0.055,0.088,6.7,163,240,,,0.55,,0.25,
2/5/2007,2/11/2007,23,,100.0,"3,599",277,"1,986",89,9.4,9.5,0.079,0.075,0.079,0.057,0.057,,220,0.17,2.050,,,0.056,0.091,7.1,125,225,,,0.52,,0.25,
2/12/2007,2/18/2007,23,,100.0,"3,601",277,"1,986",89,9.6,9.8,0.078,0.073,0.079,0.056,0.056,,213,0.11,1.580,,,0.056,0.098,7.1,35,100,,,0.24,,0.26,
2/19/2007,2/25/2007,23,,100.0,"3,599",277,"1,985",88,9.6,9.8,0.076,0.074,0.077,0.056,0.056,,215,0.20,1.290,,,0.049,0.083,7.0,57,100,,,0.53,,0.25,
2/26/2007,3/4/2007,23,,100.0,"3,600",277,"1,986",88,9.7,9.8,0.076,0.074,0.077,0.057,0.056,,218,0.20,1.500,,,0.062,0.102,6.6,83,100,,,0.65,,0.25,
3/5/2007,3/11/2007,23,,50.1,"1,802",224,972,58,9.4,9.7,0.106,0.131,0.125,0.058,0.058,,193,0.21,1.900,,,0.069,0.100,6.8,97,100,,,0.67,,0.25,
3/12/2007,3/18/2007,23,,97.4,"3,506",276,"1,929",86,9.4,9.7,0.076,0.074,0.077,0.058,0.058,,192,,,,,,,,123,240,,,0.42,,0.25,
3/19/2007,3/25/2007,23,,100.0,"3,599",277,"1,987",89,9.4,9.7,0.078,0.076,0.079,0.059,0.058,,200,0.16,1.480,,,0.075,0.148,6.2,137,260,,,0.33,,0.24,
3/26/2007,4/1/2007,23,,100.0,"3,600",277,"1,987",89,8.3,9.6,0.079,0.077,0.080,0.098,0.057,,220,0.18,1.890,,,0.065,0.137,6.8,117,310,,,0.35,,0.26,
4/2/2007,4/8/2007,23,,100.0,"3,599",277,"1,987",90,9.8,9.7,0.077,0.075,0.078,0.056,0.056,,218,0.16,1.830,,,0.070,0.135,6.6,32,< 100,,,0.47,,0.26,
4/9/2007,4/15/2007,23,,100.0,"3,600",277,"1,987",90,9.8,9.7,0.076,0.074,0.077,0.057,0.057,,218,0.14,2.020,,,0.068,0.129,6.3,55,< 100,,,0.40,,0.25,
4/16/2007,4/22/2007,23,,100.0,"3,599",277,"1,987",91,9.8,9.7,0.077,0.074,0.077,0.057,0.057,,220,0.38,1.480,,,0.061,0.107,6.5,72,125,,,0.46,,0.25,
4/23/2007,4/29/2007,23,,100.0,"3,600",277,"1,987",91,9.8,9.6,0.077,0.074,0.078,0.057,0.057,,218,0.22,1.430,,,0.062,0.108,6.7,88,165,,,0.43,,0.25,
4/30/2007,5/6/2007,23,,100.0,"3,599",277,"1,987",92,9.8,9.6,0.078,0.075,0.078,0.058,0.058,,222,0.39,1.720,,,0.060,0.104,7.0,102,215,,,0.65,,0.25,
5/7/2007,5/13/2007,23,,99.9,"3,597",277,"1,985",93,9.7,9.6,0.087,0.077,0.080,0.058,0.058,,215,0.21,1.960,,,0.058,0.095,7.0,118,270,,,0.50,,0.25,
5/14/2007,5/20/2007,23,,99.9,"3,596",278,"1,985",95,9.7,9.6,0.077,0.074,0.077,0.058,0.058,,225,0.15,1.120,,,0.063,0.095,6.8,130,250,,,0.67,,0.24,
5/21/2007,5/27/2007,23,,98.7,"3,553",277,"1,958",94,9.8,9.6,0.079,0.076,0.079,0.058,0.059,,227,0.32,1.370,,,0.064,0.104,6.9,158,285,,,0.54,,0.25,
5/28/2007,6/3/2007,23,,99.2,"3,572",278,"1,970",95,9.7,9.5,0.078,0.075,0.078,0.056,0.056,,230,0.38,1.820,,,0.066,0.103,7.0,95,130,,,0.81,,0.25,
6/4/2007,6/10/2007,23,,99.0,"3,565",277,"1,965",92,9.7,9.5,0.077,0.074,0.077,0.056,0.056,,225,0.27,1.570,,,0.057,0.105,6.4,42,< 100,,,0.72,,0.26,
6/11/2007,6/17/2007,23,,99.3,"3,573",278,"1,970",95,9.5,9.4,0.133,0.081,0.084,0.057,0.057,,226,0.23,1.230,,,0.061,0.115,6.6,60,< 100,,,0.59,,0.27,
6/18/2007,6/24/2007,23,,98.2,"3,534",277,"1,946",94,9.6,9.5,0.078,0.074,0.078,0.057,0.057,,228,0.37,1.600,,,0.070,0.101,6.5,83,150,,,0.66,,0.27,
6/25/2007,7/1/2007,23,,99.8,"3,594",277,"1,983",91,9.7,9.5,0.087,0.076,0.079,0.058,0.057,,223,,1.440,,,0.060,0.110,6.6,90,170,,,0.85,,0.27,
7/2/2007,7/8/2007,23,,100.0,"3,598",278,"1,986",95,9.8,9.6,0.078,0.075,0.079,0.058,0.057,,228,0.38,1.620,,,0.071,0.109,6.6,108,230,,,0.66,,0.27,
7/9/2007,7/15/2007,23,,98.4,"3,542",278,"1,951",97,9.7,9.5,0.079,0.076,0.079,0.059,0.057,,230,0.18,1.400,,,0.060,0.098,7.1,125,225,,,0.64,,0.25,
7/16/2007,7/22/2007,23,,96.5,"3,472",277,"1,907",96,9.7,9.5,0.079,0.079,0.081,0.060,0.058,,228,0.12,1.200,,,0.063,0.106,7.3,145,290,,,0.47,,0.27,
7/23/2007,7/29/2007,23,,95.6,"3,441",278,"1,888",99,9.9,9.7,0.081,0.078,0.081,0.061,0.058,,228,0.14,1.330,,,0.059,0.103,7.8,160,260,,,0.56,,0.26,
7/30/2007,8/5/2007,23,,60.4,"2,176",247,"1,177",72,9.6,9.4,0.081,0.119,0.104,0.059,0.057,,228,0.17,1.550,,,0.061,0.091,7.6,168,,,,0.58,,0.24,
8/6/2007,8/12/2007,shutdown,,0.0,1,35,50,31,1.5,1.2,0.668,0.589,0.368,0.248,0.294,,1000,,,,,,,,<3.2E+01,,,,,,,
8/13/2007,8/19/2007,shutdown,,2.4,12,40,49,31,0.0,-0.4,0.967,0.658,0.513,0.563,0.671,,,,,,,,,,50,,,,,,,
8/20/2007,8/26/2007,24,,55.2,"1,984",239,"1,067",60,8.4,8.2,0.282,0.201,0.179,0.107,0.130,,,,,,,,,,56,,,,,,,
8/27/2007,9/2/2007,24,,99.5,"3,581",277,"1,975",93,9.5,9.5,0.079,0.076,0.079,0.058,0.059,,217,0.19,0.690,,,0.061,0.092,5.6,64,< 100,,,0.26,,0.25,
9/3/2007,9/9/2007,24,,100.0,"3,600",277,"1,987",92,9.5,9.4,0.077,0.077,0.082,0.060,0.060,,216,0.08,0.540,,,0.057,0.125,5.7,78,330,,,0.22,,0.24,
9/10/2007,9/16/2007,24,,100.0,"3,600",277,"1,987",93,9.6,9.6,0.076,0.074,0.075,0.060,0.060,,218,0.13,0.400,,,0.070,0.129,6.2,100,350,,,0.28,,0.26,
9/17/2007,9/23/2007,24,,100.0,"3,600",277,"1,987",93,9.7,9.7,0.075,0.074,0.075,0.061,0.061,,218,0.12,0.480,,,0.055,0.109,6.4,112,365,,,0.48,,0.26,
9/24/2007,9/30/2007,24,,100.0,"3,599",277,"1,986",93,9.7,9.7,0.076,0.075,0.076,0.061,0.061,,220,0.14,0.580,,,0.070,0.141,6.7,123,525,,,0.53,,0.25,
10/1/2007,10/7/2007,24,,100.0,"3,600",277,"1,987",93,9.7,9.5,0.076,0.076,0.077,0.058,0.058,,222,0.10,0.640,,,0.061,0.139,7.0,103,360,,,0.38,,0.24,
10/8/2007,10/14/2007,24,,100.0,"3,600",277,"1,986",93,9.8,9.6,0.076,0.075,0.076,0.057,0.057,,220,0.06,0.550,,,0.080,0.135,6.7,33,195,,,0.21,,0.24,
10/15/2007,10/21/2007,24,,100.0,"3,600",277,"1,986",92,9.8,9.6,0.076,0.076,0.076,0.057,0.058,,220,0.08,0.510,,,0.078,0.142,6.7,48,310,,,0.32,,0.25,
10/22/2007,10/28/2007,24,,100.0,"3,600",277,"1,986",92,9.8,9.6,0.076,0.075,0.076,0.058,0.058,,222,0.12,0.740,,,0.078,0.138,6.8,62,330,,,0.41,,0.24,
10/29/2007,11/4/2007,24,,99.3,"3,576",277,"1,972",91,9.8,9.6,0.077,0.076,0.077,0.058,0.058,,220,0.10,0.750,,,0.073,0.128,7.0,73,320,,,0.30,,0.23,
11/5/2007,11/11/2007,24,,100.0,"3,600",277,"1,986",92,9.8,9.6,0.076,0.076,0.077,0.058,0.058,,222,0.10,0.860,,,0.081,0.139,7.1,85,300,,,0.38,,0.24,
11/12/2007,11/18/2007,24,,100.0,"3,599",277,"1,985",92,9.8,9.6,0.076,0.076,0.077,0.059,0.059,,222,0.18,0.950,,,0.073,0.123,6.9,93,380,,,0.55,,0.23,
11/19/2007,11/25/2007,24,,100.0,"3,600",277,"1,986",91,9.8,9.6,0.076,0.076,0.077,0.059,0.059,,220,0.17,1.240,,,0.081,0.127,6.8,105,350,,,0.45,,0.23,
11/26/2007,12/2/2007,24,,100.0,"3,599",277,"1,985",91,9.8,9.6,0.076,0.076,0.077,0.060,0.059,,223,0.20,1.240,,,0.059,0.104,7.0,120,400,,,0.67,,0.23,
12/3/2007,12/9/2007,24,,100.0,"3,600",277,"1,986",91,9.7,9.6,0.076,0.075,0.076,0.057,0.057,,223,0.27,1.220,,,0.073,0.086,6.9,53,< 100,,,0.60,,0.24,
12/10/2007,12/16/2007,24,,100.0,"3,600",277,"1,985",91,9.8,9.7,0.074,0.074,0.075,0.056,0.057,,220,0.04,0.950,,,0.075,0.122,6.0,28,130,,,0.64,,0.23,
12/17/2007,12/23/2007,24,,100.0,"3,600",277,"1,986",91,9.8,9.7,0.075,0.074,0.075,0.057,0.057,,220,0.17,1.000,,,0.060,0.112,6.5,45,190,,,0.36,,0.24,
12/24/2007,12/30/2007,24,,100.0,"3,599",277,"1,985",90,9.8,9.7,0.075,0.075,0.075,0.057,0.057,,223,,,,,,,,60,150,,,,,,
12/31/2007,1/6/2008,24,,100.0,"3,600",277,"1,986",90,9.8,9.7,0.075,0.075,0.076,0.058,0.058,,225,,,,,,,,73,195,,,,,,
1/7/2008,1/13/2008,24,,100.0,"3,600",277,"1,985",90,9.8,9.7,0.074,0.074,0.075,0.058,0.058,,218,0.21,1.030,,,0.078,0.121,6.8,88,215,,,0.48,,0.24,
1/14/2008,1/20/2008,24,,100.0,"3,600",277,"1,986",89,9.8,9.7,0.074,0.074,0.075,0.058,0.058,,220,0.24,1.150,,,0.080,0.116,6.6,102,260,,,0.68,,0.24,
1/21/2008,1/27/2008,24,,99.3,"3,574",277,"1,969",88,9.8,9.7,0.075,0.076,0.077,0.059,0.059,,220,0.18,,,,,,6.6,110,320,,,0.58,,0.23,
1/28/2008,2/3/2008,24,,100.0,"3,600",277,"1,986",88,9.7,9.6,0.076,0.076,0.077,0.059,0.059,,222,,,,,,,6.7,120,400,,,,,0.21,
2/4/2008,2/10/2008,24,,100.0,"3,600",277,"1,985",88,9.7,9.6,0.075,0.076,0.076,0.059,0.059,,220,0.10,1.300,,,0.031,0.056,6.6,143,463,,,,,0.23,
2/11/2008,2/17/2008,24,,100.0,"3,600",277,"1,985",88,9.7,9.6,0.076,0.079,0.079,0.057,0.057,,220,,1.570,,,0.030,0.100,7.0,60,270,,,0.47,,0.25,
2/18/2008,2/24/2008,24,,100.0,"3,599",277,"1,985",87,9.8,9.7,0.076,0.075,0.076,0.057,0.057,,220,0.14,1.710,,,0.030,0.070,6.3,30,138,,,0.56,,0.25,
2/25/2008,3/2/2008,24,,98.6,"3,548",275,"1,934",85,9.9,9.7,0.074,0.076,0.076,0.057,0.057,,220,0.22,1.270,,,0.084,0.131,6.3,47,223,,,0.65,,0.23,
3/3/2008,3/9/2008,24,,99.6,"3,584",276,"1,954",92,9.8,9.7,0.076,0.075,0.076,0.058,0.058,,223,,,,,,,6.4,57,257,,,,,0.23,
3/10/2008,3/16/2008,24,,100.0,"3,600",277,"1,986",89,9.7,9.6,0.076,0.075,0.076,0.058,0.058,,220,0.20,1.190,,,0.071,0.110,6.1,73,305,,,0.39,,0.25,
3/17/2008,3/23/2008,24,,100.0,"3,599",277,"1,985",88,9.7,9.6,0.075,0.076,0.076,0.059,0.059,,220,,,,,,,6.3,87,360,,,,,0.23,
3/24/2008,3/30/2008,24,,100.0,"3,600",277,"1,986",89,9.7,9.6,0.095,0.080,0.080,0.059,0.059,,222,0.50,1.440,,,0.100,0.150,6.8,103,412,,,0.65,,0.23,
3/31/2008,4/6/2008,24,,100.0,"3,599",277,"1,985",89,9.7,9.6,0.076,0.075,0.076,0.059,0.060,,220,,,,,,,6.7,118,480,,,,,0.24,
4/7/2008,4/13/2008,24,,100.0,"3,600",277,"1,986",89,9.8,9.6,0.075,0.075,0.075,0.060,0.060,,220,0.21,1.160,,,0.074,0.108,6.5,128,523,,,0.52,,0.22,
4/14/2008,4/20/2008,24,,100.0,"3,599",277,"1,985",90,9.8,9.7,0.078,0.076,0.079,0.060,0.061,,225,,,,,,,6.8,142,598,,,,,0.22,
4/21/2008,4/27/2008,24,,100.0,"3,600",277,"1,986",90,9.8,9.6,0.077,0.076,0.077,0.061,0.061,,225,0.20,1.130,,,0.032,0.077,6.9,148,623,,,0.44,,0.21,
4/28/2008,5/4/2008,24,,100.0,"3,599",277,"1,986",91,9.7,9.6,0.075,0.074,0.075,0.058,0.058,,223,,,,,,,6.7,70,390,,,,,0.25,
5/5/2008,5/11/2008,24,,100.0,"3,600",277,"1,986",93,9.7,9.6,0.102,0.079,0.080,0.057,0.057,,226,0.10,1.070,,,0.030,0.077,6.7,33,188,,,0.38,,0.23,
5/12/2008,5/18/2008,24,,99.2,"3,573",277,"1,970",91,9.7,9.6,0.074,0.074,0.074,0.058,0.058,,230,0.12,1.380,,,0.029,0.076,6.6,50,255,,,0.60,,0.22,
5/19/2008,5/25/2008,24,,99.7,"3,590",277,"1,980",89,9.5,9.4,0.074,0.074,0.074,0.058,0.058,,225,0.13,1.390,,,0.029,0.064,6.1,62,268,,,0.64,,0.22,
5/26/2008,6/1/2008,24,,98.9,"3,559",277,"1,961",90,9.6,9.5,0.073,0.074,0.074,0.058,0.058,,225,0.19,1.160,,,0.029,0.098,6.2,78,328,,,0.70,,0.22,
6/2/2008,6/8/2008,24,,99.9,"3,595",277,"1,983",94,9.7,9.6,0.074,0.074,0.075,0.059,0.059,,228,0.12,1.360,,,0.030,0.105,6.5,95,390,,,0.45,,0.23,
6/9/2008,6/15/2008,24,,99.4,"3,580",277,"1,974",94,9.7,9.6,0.074,0.075,0.075,0.059,0.059,,230,,,,,,,6.6,113,440,,,,,0.22,
6/16/2008,6/22/2008,24,,98.8,"3,557",277,"1,959",89,9.7,9.6,0.074,0.074,0.075,0.060,0.060,,225,0.19,1.410,,,0.031,0.133,6.6,130,482,,,0.68,,0.21,
6/23/2008,6/29/2008,24,,96.9,"3,490",277,"1,918",88,9.6,9.5,0.106,0.083,0.083,0.060,0.060,,216,,,,,,,6.4,142,505,,,,,0.20,
6/30/2008,7/6/2008,24,,97.9,"3,523",277,"1,938",93,9.6,9.5,0.075,0.075,0.076,0.060,0.060,,225,0.24,1.210,,,0.032,0.080,6.5,153,548,,,0.62,,0.21,
7/7/2008,7/13/2008,24,,98.0,"3,527",278,"1,941",98,9.6,9.5,0.075,0.074,0.075,0.057,0.057,,230,,,,,,,6.3,65,,,,,,0.22,
7/14/2008,7/20/2008,24,,96.2,"3,463",278,"1,901",98,9.7,9.6,0.074,0.073,0.074,0.057,0.057,,225,0.19,1.001,,,0.030,0.076,6.3,33,135,,,0.61,,0.20,
7/21/2008,7/27/2008,24,,94.1,"3,389",278,"1,855",99,9.8,9.7,0.073,0.072,0.074,0.057,0.057,,220,,0.920,,,0.032,0.072,6.4,43,175,,,0.34,,0.21,
7/28/2008,8/3/2008,24,,73.7,"2,654",255,"1,441",85,9.7,9.5,0.074,0.099,0.099,0.057,0.058,,220,0.13,0.840,,,0.033,0.075,6.7,65,225,,,0.33,,0.21,
8/4/2008,8/10/2008,shutdown,,0.0,0,34,5,31,-0.7,-0.7,0.697,0.486,0.689,0.206,0.453,,,,,,,,,,55,,,,,,,
8/11/2008,8/17/2008,shutdown,,0.3,10,29,104,31,-3.2,-3.2,0.987,0.696,0.829,0.508,0.726,,,,,,,,,,52,,,,,,,
8/18/2008,8/24/2008,shutdown,,0.4,19,32,109,31,-0.2,-0.2,0.990,0.780,0.870,0.719,0.887,,,,,,,,,,50,,,,,,,
8/25/2008,8/31/2008,shutdown,,14.8,526,136,324,38,5.2,5.2,0.837,0.734,0.568,0.384,0.281,,,,,,,,,,53,,,,,,,
9/1/2008,9/7/2008,25,,98.4,"3,543",277,"1,951",92,9.5,9.5,0.127,0.108,0.114,0.063,0.064,,210,,,,,,,3.6,69,603,0.002,2.0,,,0.16,
9/8/2008,9/14/2008,25,,100.0,"3,599",278,"1,985",96,9.6,9.6,0.080,0.079,0.081,0.059,0.059,,208,0.32,2.243,,,0.042,0.155,5.8,40,395,< 0.001,,0.47,,0.28,
9/15/2008,9/21/2008,25,,100.0,"3,600",278,"1,985",97,9.5,9.5,0.076,0.074,0.077,0.057,0.057,10.1,140,0.34,1.191,0.099,,0.040,0.095,6.3,15,133,< 0.001,,,,0.30,
9/22/2008,9/28/2008,25,,100.0,"3,599",278,"1,985",96,9.6,9.5,0.074,0.070,0.074,0.057,0.057,24.2,26,0.58,0.410,0.102,,0.048,0.086,5.9,23,170,< 0.001,,0.55,,0.23,
9/29/2008,10/5/2008,25,,100.0,"3,599",278,"1,985",96,9.6,9.5,0.071,0.068,0.072,0.057,0.057,25.0,22,0.36,0.376,0.107,,0.049,0.088,6.0,44,229,< 0.001,,0.68,,0.22,
10/6/2008,10/12/2008,25,,100.0,"3,599",277,"1,985",95,9.8,9.7,0.073,0.070,0.074,0.058,0.058,24.6,21,0.62,0.369,0.104,,0.048,0.098,6.0,66,297,< 0.001,,0.70,,0.25,
10/13/2008,10/19/2008,25,,100.0,"3,600",277,"1,985",94,9.8,9.8,0.074,0.070,0.075,0.059,0.059,24.0,20,0.30,0.328,0.102,,0.043,0.070,6.2,69,372,< 0.001,,0.58,,0.26,
10/20/2008,10/26/2008,25,,100.0,"3,600",277,"1,985",93,9.8,9.7,0.075,0.072,0.080,0.059,0.059,23.3,21,0.18,0.310,0.090,,0.043,0.066,6.4,90,448,< 0.001,,0.37,,0.26,
10/27/2008,11/2/2008,25,,100.0,"3,600",277,"1,985",93,9.7,9.7,0.080,0.075,0.079,0.058,0.059,10.2,95,0.16,1.190,0.094,,0.038,0.058,6.4,77,400,< 0.001,,0.27,,0.27,
11/3/2008,11/9/2008,25,,100.0,"3,600",277,"1,985",92,9.7,9.7,0.076,0.074,0.077,0.057,0.057,9.5,116,0.18,1.372,0.096,,0.056,0.120,6.3,16,131,< 0.001,,0.53,,0.28,
11/10/2008,11/16/2008,25,,100.0,"3,600",277,"1,985",91,9.7,9.7,0.076,0.073,0.076,0.057,0.057,10.4,116,0.13,1.210,0.130,,0.047,0.075,6.3,42,177,< 0.001,,0.66,,0.26,
11/17/2008,11/23/2008,25,,99.3,"3,575",277,"1,969",89,9.7,9.7,0.075,0.073,0.079,0.057,0.057,14.2,52,0.13,0.687,0.100,,0.061,0.125,6.7,49,140,< 0.001,,0.75,,0.27,
11/24/2008,11/30/2008,25,TV71,100.0,"3,600",277,"1,985",90,9.6,9.6,0.175,0.173,,0.056,0.056,20.0,2,7.09,0.048,0.336,,0.150,0.122,6.2,22,< 100,0.080,8.5,0.58,,0.27,
12/1/2008,12/7/2008,25,TV71,100.0,"3,600",277,"1,984",89,9.6,9.6,0.348,0.343,,0.078,0.071,20.0,< 1,22.56,0.025,0.053,,0.125,0.084,5.7,30,123,0.408,10.7,0.70,,0.26,
12/8/2008,12/14/2008,25,TV71,100.0,"3,600",277,"1,985",89,9.5,9.5,0.257,0.255,,0.090,0.076,15.3,< 1,19.46,0.020,0.056,,0.147,0.094,5.5,48,144,0.245,2.4,0.44,,0.27,
12/15/2008,12/21/2008,25,TV71,100.0,"3,600",277,"1,985",88,9.4,9.3,0.230,0.226,,0.063,0.060,15.0,< 1,18.92,0.023,0.078,,0.163,0.095,5.8,22,130,0.074,2.6,,,0.27,
12/22/2008,12/28/2008,25,TV71,100.0,"3,600",277,"1,985",87,9.6,9.5,0.192,0.193,,0.056,0.056,15.0,< 1,16.60,0.035,0.095,,0.131,0.115,5.6,23,< 100,0.143,,0.77,,0.26,
12/29/2008,1/4/2009,25,TV71,99.9,"3,598",276,"1,983",86,9.8,9.5,0.190,0.186,,0.056,0.056,15.0,< 1,,,,,,,,43,,,,,,,
1/5/2009,1/11/2009,25,TV71,100.0,"3,599",277,"1,984",88,9.8,9.5,0.090,0.206,,0.056,0.057,15.0,< 1,23.97,0.025,0.121,,0.144,0.169,6.1,53,135,0.098,,0.66,,0.30,
1/12/2009,1/18/2009,25,TV71,100.0,"3,600",276,"1,985",87,9.9,9.4,0.091,0.184,,0.057,0.057,16.2,< 1,17.90,0.060,0.090,,0.117,0.085,5.5,58,153,0.018,,0.57,,0.31,
1/19/2009,1/25/2009,25,TV71,99.2,"3,572",276,"1,967",87,9.9,9.3,0.090,0.193,,0.057,0.057,17.0,1,16.95,0.080,0.085,,0.118,0.179,5.6,65,180,0.020,,0.81,,0.31,
1/26/2009,2/1/2009,25,TV71,100.0,"3,600",277,"1,985",88,9.9,9.2,0.098,0.184,,0.058,0.059,17.4,< 1,15.60,0.020,0.090,,0.108,0.090,6.1,72,250,0.021,,0.49,,0.31,
2/2/2009,2/8/2009,25,TV71,100.0,"3,599",276,"1,984",87,9.8,9.0,0.090,0.180,,0.060,0.059,17.5,< 1,15.35,0.010,0.070,,0.097,0.150,6.1,92,270,0.017,,0.49,,0.33,
2/9/2009,2/15/2009,25,TV71,100.0,"3,600",276,"1,984",87,10.1,9.2,0.088,0.189,,0.062,0.060,18.0,< 1,16.15,0.015,0.070,,0.100,0.180,5.9,104,305,0.016,,0.69,,0.29,
2/16/2009,2/22/2009,25,TV71,100.0,"3,599",276,"1,984",87,10.0,9.3,0.088,0.179,,0.064,0.062,18.5,< 1,15.75,0.030,0.055,,0.095,0.245,5.8,107,308,0.009,,0.66,,0.31,
2/23/2009,3/1/2009,25,TV71,100.0,"3,600",276,"1,985",86,9.9,9.2,0.088,0.180,,0.067,0.064,18.5,< 1,14.70,0.030,0.115,,0.092,0.230,6.0,120,355,0.007,,0.65,,0.32,
3/2/2009,3/8/2009,25,TV71,100.0,"3,599",276,"1,984",86,9.7,9.5,0.087,0.163,,0.059,0.058,18.5,< 1,14.80,0.030,0.125,,0.081,0.200,6.2,63,243,0.003,,0.51,,0.33,
3/9/2009,3/15/2009,25,TV71,100.0,"3,600",276,"1,985",87,9.7,9.6,0.083,0.165,,0.059,0.056,18.5,< 1,15.35,,0.115,,0.079,0.220,5.7,43,148,0.006,,0.48,,0.34,
3/16/2009,3/22/2009,25,TV71,100.0,"3,599",276,"1,984",86,9.7,9.6,0.083,0.156,,0.060,0.057,18.5,< 1,15.05,0.020,0.105,,0.073,0.180,5.8,60,185,0.002,,0.42,,0.32,
3/23/2009,3/29/2009,25,TV71,100.0,"3,600",276,"1,985",86,9.7,9.7,0.081,0.174,0.097,0.061,0.057,18.5,< 1,16.60,,0.100,,0.069,0.305,5.7,73,210,0.005,,0.54,,0.34,
3/30/2009,4/5/2009,25,,100.0,"3,599",277,"1,985",88,9.7,9.6,0.083,0.175,0.082,0.062,0.058,18.5,< 1,,,,,,,5.8,80,225,0.002,,0.65,,0.32,
4/6/2009,4/12/2009,25,,100.0,"3,600",277,"1,985",88,9.7,9.6,0.083,0.161,0.083,0.064,0.059,18.5,2,2.40,0.020,0.055,,0.020,0.080,6.1,92,263,0.005,,0.48,,0.32,
